Name,School,Gender,Role,Total Citations,Earliest Pub,Cit rank,YO rank,AvCit,AvAge,PR value,age,citperyear
Jan Lang,Ohio State,Male,Professor,416,1995,0.396,0.304,0.426093023,0.521348837,0.817289678,26,16
Alexander Leibman,Ohio State,Male,Professor,632,1993,0.529,0.363,0.426093023,0.521348837,0.817289678,28,22.57142857
Alan Kenneth Loper,Ohio State,Male,Professor,351,1985,0.342,0.593,0.426093023,0.521348837,0.817289678,36,9.75
Yuan Lou,Ohio State,Male,Professor,2672,1994,0.904,0.334,0.426093023,0.521348837,0.817289678,27,98.96296296
Wenzhi Luo,Ohio State,Male,Professor,832,1989,0.626,0.469,0.426093023,0.521348837,0.817289678,32,26
John Maharry,Ohio State,Male,Professor,101,1996,0.095,0.278,0.426093023,0.521348837,0.817289678,25,4.04
Jeffery McNeal,Ohio State,Male,Professor,628,1988,0.525,0.5,0.426093023,0.521348837,0.817289678,33,19.03030303
Chris Miller,Ohio State,Male,Professor,735,1994,0.584,0.334,0.426093023,0.521348837,0.817289678,27,27.22222222
Henri Moscovici,Ohio State,Male,Professor,1169,1964,0.725,0.978,0.426093023,0.521348837,0.817289678,57,20.50877193
Crichton Ogle,Ohio State,Male,Professor,43,1984,0.049,0.622,0.426093023,0.521348837,0.817289678,37,1.162162162
Grzegorz Rempala,Ohio State,Male,Professor,204,1996,0.197,0.278,0.426093023,0.521348837,0.817289678,25,8.16
Syed Tariq Rizvi,Ohio State,Male,Professor,665,1982,0.551,0.684,0.426093023,0.521348837,0.817289678,39,17.05128205
Nimish Shah,Ohio State,Male,Professor,475,1991,0.43,0.414,0.426093023,0.521348837,0.817289678,30,15.83333333
Aurel Stan,Ohio State,Male,Professor,126,1999,0.119,0.172,0.426093023,0.521348837,0.817289678,22,5.727272727
Saleh Tanveer,Ohio State,Male,Professor,417,1982,0.397,0.684,0.426093023,0.521348837,0.817289678,39,10.69230769
David Terman,Ohio State,Male,Professor,744,1980,0.592,0.739,0.426093023,0.521348837,0.817289678,41,18.14634146
Fei-Ran Tian,Ohio State,Male,Professor,222,1991,0.219,0.414,0.426093023,0.521348837,0.817289678,30,7.4
Hsian-Hua Tseng,Ohio State,Male,Professor,510,2005,0.454,0.041,0.426093023,0.521348837,0.817289678,16,31.875
Dongbin Xiu,Ohio State,Male,Professor,2549,2001,0.896,0.124,0.426093023,0.521348837,0.817289678,20,127.45
Donald Yau,Ohio State,Male,Professor,541,1999,0.476,0.172,0.426093023,0.521348837,0.817289678,22,24.59090909
Mohammed Yousif,Ohio State,Male,Professor,2,2014,0.004,0,0.426093023,0.521348837,0.817289678,7,0.285714286
Donu Arapura,Purdue,Male,Professor,382,1985,0.365,0.593,0.520395349,0.500465116,1.03982342,36,10.61111111
Saugata Basu,Purdue,Male,Professor,976,1994,0.67,0.334,0.520395349,0.500465116,1.03982342,27,36.14814815
Patricia Bauman,Purdue,Female,Professor,414,1982,0.392,0.684,0.520395349,0.500465116,1.03982342,39,10.61538462
Rodrigo Banuelos,Purdue,Male,Professor,1245,1984,0.744,0.622,0.520395349,0.500465116,1.03982342,37,33.64864865
Steven Bell,Purdue,Male,Professor,779,1979,0.606,0.76,0.520395349,0.500465116,1.03982342,42,18.54761905
Johnny Brown,Purdue,Male,Professor,2,1971,0.004,0.913,0.520395349,0.500465116,1.03982342,50,0.04
Gregery Buzzard,Purdue,Male,Professor,179,1993,0.166,0.363,0.520395349,0.500465116,1.03982342,28,6.392857143
Zhiqiang Cai,Purdue,Male,Professor,2049,1986,0.861,0.564,0.520395349,0.500465116,1.03982342,35,58.54285714
Min Chen,Purdue,Female,Professor,166,2006,0.154,0.027,0.520395349,0.500465116,1.03982342,15,11.06666667
Marius Dadarlat,Purdue,Male,Professor,1016,1987,0.683,0.53,0.520395349,0.500465116,1.03982342,34,29.88235294
Donatella Danielli,Purdue,Female,Professor,1196,1991,0.733,0.414,0.520395349,0.500465116,1.03982342,30,39.86666667
Louis de Branges,Purdue,Male,Professor,1168,1957,0.724,0.997,0.520395349,0.500465116,1.03982342,64,18.25
Suchuan Steven Dong,Purdue,Male,Professor,253,1998,0.253,0.209,0.520395349,0.500465116,1.03982342,23,11
Harold Donnelly,Purdue,Male,Professor,1069,1973,0.701,0.885,0.520395349,0.500465116,1.03982342,48,22.27083333
Alexandre Eremenko,Purdue,Male,Professor,1594,1974,0.808,0.869,0.520395349,0.500465116,1.03982342,47,33.91489362
Zhilian Julie Feng,Purdue,Female,Professor,961,1987,0.661,0.53,0.520395349,0.500465116,1.03982342,34,28.26470588
Andrei Gabrielov,Purdue,Male,Professor,729,1968,0.582,0.949,0.520395349,0.500465116,1.03982342,53,13.75471698
David Goldberg,Purdue,Male,Professor,260,1991,0.26,0.414,0.520395349,0.500465116,1.03982342,30,8.666666667
William Heinzer,Purdue,Male,Professor,1311,1966,0.76,0.966,0.520395349,0.500465116,1.03982342,55,23.83636364
Birgit Kaufmann,Purdue,Female,Professor,22,1996,0.03,0.278,0.520395349,0.500465116,1.03982342,25,0.88
Ralph Kaufmann,Purdue,Male,Professor,403,1995,0.382,0.304,0.520395349,0.500465116,1.03982342,26,15.5
Laszlo Lempert,Purdue,Male,Professor,1184,1978,0.731,0.782,0.520395349,0.500465116,1.03982342,43,27.53488372
Peijun Li,Purdue,Male,Professor,1,2006,0.001,0.027,0.520395349,0.500465116,1.03982342,15,0.066666667
Tong Liu,Purdue,Male,Professor,265,1998,0.263,0.209,0.520395349,0.500465116,1.03982342,23,11.52173913
Kenji Matsuki,Purdue,Male,Professor,1041,1984,0.689,0.622,0.520395349,0.500465116,1.03982342,37,28.13513514
James McCLure,Purdue,Male,Professor,992,1978,0.673,0.782,0.520395349,0.500465116,1.03982342,43,23.06976744
Arshak Petrosyan,Purdue,Male,Professor,499,1999,0.443,0.172,0.520395349,0.500465116,1.03982342,22,22.68181818
Daniel Phillips,Purdue,Male,Professor,586,1981,0.501,0.714,0.520395349,0.500465116,1.03982342,40,14.65
Antonio Sa Barreto,Purdue,Male,Professor,469,1988,0.426,0.5,0.520395349,0.500465116,1.03982342,33,14.21212121
Freydoon Shahidi,Purdue,Male,Professor,2608,1975,0.901,0.846,0.520395349,0.500465116,1.03982342,46,56.69565217
Jie Shen,Purdue,Male,Professor,5437,1988,0.973,0.5,0.520395349,0.500465116,1.03982342,33,164.7575758
Plamen Stefanov,Purdue,Male,Professor,1543,1984,0.799,0.622,0.520395349,0.500465116,1.03982342,37,41.7027027
Samy Tindel,Purdue,Male,Professor,676,1995,0.558,0.304,0.520395349,0.500465116,1.03982342,26,26
Andrew Toms,Purdue,Male,Professor,763,2003,0.598,0.082,0.520395349,0.500465116,1.03982342,18,42.38888889
Bernd Ulrich,Purdue,Male,Professor,1226,1981,0.739,0.714,0.520395349,0.500465116,1.03982342,40,30.65
Uli Walther,Purdue,Male,Professor,373,1999,0.358,0.172,0.520395349,0.500465116,1.03982342,22,16.95454545
Changyou Wang,Purdue,Male,Professor,1866,1995,0.846,0.304,0.520395349,0.500465116,1.03982342,26,71.76923077
Mark Daniel Ward,Purdue,Male,Professor,96,2005,0.092,0.041,0.520395349,0.500465116,1.03982342,16,6
Jroslaw Wlodarczyk,Purdue,Male,Professor,394,1987,0.375,0.53,0.520395349,0.500465116,1.03982342,34,11.58823529
Trevor Wooley,Purdue,Male,Professor,1405,1990,0.775,0.436,0.520395349,0.500465116,1.03982342,31,45.32258065
Jianlin Xia,Purdue,Male,Professor,674,1998,0.557,0.209,0.520395349,0.500465116,1.03982342,23,29.30434783
Sai Kee Yeung,Purdue,Male,Professor,447,1989,0.411,0.469,0.520395349,0.500465116,1.03982342,32,13.96875
Nung Kwan Aaron Yip,Purdue,Male,Professor,137,1996,0.129,0.278,0.520395349,0.500465116,1.03982342,25,5.48
Tom Bohman,Carnegie Mellon,Male,Professor,500,1996,0.444,0.278,0.57252381,0.571761905,1.001332556,25,20
Gerard Cornuejols,Carnegie Mellon,Male,Professor,1944,1976,0.855,0.823,0.57252381,0.571761905,1.001332556,45,43.2
James Cummings,Carnegie Mellon,Male,Professor,637,1992,0.534,0.387,0.57252381,0.571761905,1.001332556,29,21.96551724
Irene Fonseca,Carnegie Mellon,Female,Professor,2438,1985,0.887,0.593,0.57252381,0.571761905,1.001332556,36,67.72222222
Alan Frieze,Carnegie Mellon,Male,Professor,3486,1974,0.935,0.869,0.57252381,0.571761905,1.001332556,47,74.17021277
Rami Grossberg,Carnegie Mellon,Male,Professor,371,1983,0.357,0.652,0.57252381,0.571761905,1.001332556,38,9.763157895
William Hrusa,Carnegie Mellon,Male,Professor,537,1981,0.473,0.714,0.57252381,0.571761905,1.001332556,40,13.425
Gautam Iyer,Carnegie Mellon,Male,Professor,204,2004,0.197,0.061,0.57252381,0.571761905,1.001332556,17,12
David Kinderlehrer,Carnegie Mellon,Male,Professor,3503,1968,0.936,0.949,0.57252381,0.571761905,1.001332556,53,66.09433962
Dmitry Kramkov,Carnegie Mellon,Male,Professor,854,1989,0.632,0.469,0.57252381,0.571761905,1.001332556,32,26.6875
John Lehoczky,Carnegie Mellon,Male,Professor,723,1969,0.579,0.939,0.57252381,0.571761905,1.001332556,52,13.90384615
Giovanni Leoni,Carnegie Mellon,Male,Professor,1007,1992,0.677,0.387,0.57252381,0.571761905,1.001332556,29,34.72413793
Robert Pego,Carnegie Mellon,Male,Professor,2088,1982,0.866,0.684,0.57252381,0.571761905,1.001332556,39,53.53846154
Javier Pena,Carnegie Mellon,Male,Professor,281,1998,0.28,0.209,0.57252381,0.571761905,1.001332556,23,12.2173913
Jack Schaeffer,Carnegie Mellon,Male,Professor,901,1983,0.647,0.652,0.57252381,0.571761905,1.001332556,38,23.71052632
Ernest Schimmerlin,Carnegie Mellon,Male,Professor,317,1992,0.312,0.387,0.57252381,0.571761905,1.001332556,29,10.93103448
Steven Shreve,Carnegie Mellon,Male,Professor,5682,1976,0.976,0.823,0.57252381,0.571761905,1.001332556,45,126.2666667
Dejan Slepcev,Carnegie Mellon,Male,Professor,473,2003,0.429,0.082,0.57252381,0.571761905,1.001332556,18,26.27777778
Richard Statman,Carnegie Mellon,Male,Professor,288,1977,0.288,0.805,0.57252381,0.571761905,1.001332556,44,6.545454545
Shlomo Ta'asan,Carnegie Mellon,Male,Professor,167,1981,0.155,0.714,0.57252381,0.571761905,1.001332556,40,4.175
Noel Walkington,Carnegie Mellon,Male,Professor,684,1987,0.564,0.53,0.57252381,0.571761905,1.001332556,34,20.11764706
Hari Bercovici,Indiana Bloomington,Male,Professor,1726,1974,0.825,0.869,0.471724138,0.530586207,0.889062195,47,36.72340426
Mihai Ciucu,Indiana Bloomington,Male,Professor,412,1996,0.39,0.278,0.471724138,0.530586207,0.889062195,25,16.48
James F Davis,Indiana Bloomington,Male,Professor,449,1982,0.412,0.684,0.471724138,0.530586207,0.889062195,39,11.51282051
Ciprian Demeter,Indiana Bloomington,Male,Professor,352,2004,0.343,0.061,0.471724138,0.530586207,0.889062195,17,20.70588235
David Fisher,Indiana Bloomington,Male,Professor,379,1984,0.362,0.622,0.471724138,0.530586207,0.889062195,37,10.24324324
Marlies Gerber,Indiana Bloomington,Female,Professor,69,1979,0.069,0.76,0.471724138,0.530586207,0.889062195,42,1.642857143
Elizabeth Ann Husworth,Indiana Bloomington,Female,Professor,16,1992,0.021,0.387,0.471724138,0.530586207,0.889062195,29,0.551724138
Michael Jolly,Indiana Bloomington,Male,Professor,545,1987,0.477,0.53,0.471724138,0.530586207,0.889062195,34,16.02941176
Christopher Judge,Indiana Bloomington,Male,Professor,234,1993,0.232,0.363,0.471724138,0.530586207,0.889062195,28,8.357142857
Paul Kirk,Indiana Bloomington,Male,Professor,716,1988,0.576,0.5,0.471724138,0.530586207,0.889062195,33,21.6969697
Jee Heub Koh,Indiana Bloomington,Male,Professor,217,1983,0.213,0.652,0.471724138,0.530586207,0.889062195,38,5.710526316
Michael Larsen,Indiana Bloomington,Male,Professor,1402,1988,0.774,0.5,0.471724138,0.530586207,0.889062195,33,42.48484848
Ayelet Lindenstrauss,Indiana Bloomington,Female,Professor,56,1992,0.058,0.387,0.471724138,0.530586207,0.889062195,29,1.931034483
Valery Lunts,Indiana Bloomington,Male,Professor,830,1988,0.624,0.5,0.471724138,0.530586207,0.889062195,33,25.15151515
Russell Lyons,Indiana Bloomington,Male,Professor,227,1982,0.224,0.684,0.471724138,0.530586207,0.889062195,39,5.820512821
Michael Mandell,Indiana Bloomington,Male,Professor,1131,1995,0.714,0.304,0.471724138,0.530586207,0.889062195,26,43.5
Larry Moss,Indiana Bloomington,Male,Professor,401,1984,0.38,0.622,0.471724138,0.530586207,0.889062195,37,10.83783784
Kent Orr,Indiana Bloomington,Male,Professor,479,1985,0.432,0.593,0.471724138,0.530586207,0.889062195,36,13.30555556
Kevin Pilgrim,Indiana Bloomington,Male,Professor,275,1994,0.273,0.334,0.471724138,0.530586207,0.889062195,27,10.18518519
Sergey Pinchuk,Indiana Bloomington,Male,Professor,733,1972,0.583,0.897,0.471724138,0.530586207,0.889062195,49,14.95918367
Bruce Solomon,Indiana Bloomington,Male,Professor,285,1982,0.283,0.684,0.471724138,0.530586207,0.889062195,39,7.307692308
Peter Sternberg,Indiana Bloomington,Male,Professor,1612,1986,0.812,0.564,0.471724138,0.530586207,0.889062195,35,46.05714286
Mathias Strauch,Indiana Bloomington,Male,Professor,117,1997,0.112,0.24,0.471724138,0.530586207,0.889062195,24,4.875
Roger Temam,Indiana Bloomington,Male,Professor,18553,1965,1,0.974,0.471724138,0.530586207,0.889062195,56,331.3035714
Dylan Thurston,Indiana Bloomington,Male,Professor,923,2000,0.653,0.147,0.471724138,0.530586207,0.889062195,21,43.95238095
Vladimir Touraev,Indiana Bloomington,Male,Professor,3604,1975,0.937,0.846,0.471724138,0.530586207,0.889062195,46,78.34782609
Shouhong Wang,Indiana Bloomington,Male,Professor,1821,1989,0.84,0.469,0.471724138,0.530586207,0.889062195,32,56.90625
Matthias Weber,Indiana Bloomington,Male,Professor,128,1988,0.121,0.5,0.471724138,0.530586207,0.889062195,33,3.878787879
Kevin Zumbrun,Indiana Bloomington,Male,Professor,3659,1990,0.94,0.436,0.471724138,0.530586207,0.889062195,31,118.0322581
David Adalsteinsson,UNC-Chapel Hill,Male,Professor,451,1995,0.415,0.304,0.515611111,0.508388889,1.014206098,26,17.34615385
Idris Assani,UNC-Chapel Hill,Male,Professor,270,1982,0.267,0.684,0.515611111,0.508388889,1.014206098,39,6.923076923
Prakash Belkale,UNC-Chapel Hill,Male,Professor,343,1999,0.337,0.172,0.515611111,0.508388889,1.014206098,22,15.59090909
Roberto Camassa,UNC-Chapel Hill,Male,Professor,1857,1990,0.845,0.436,0.515611111,0.508388889,1.014206098,31,59.90322581
Ivan Cherednik,UNC-Chapel Hill,Male,Professor,1479,1973,0.791,0.885,0.515611111,0.508388889,1.014206098,48,30.8125
Gregory Forest,UNC-Chapel Hill,Male,Professor,527,1979,0.465,0.76,0.515611111,0.508388889,1.014206098,42,12.54761905
Jingfang Huang,UNC-Chapel Hill,Male,Professor,392,1997,0.373,0.24,0.515611111,0.508388889,1.014206098,24,16.33333333
Christopher Jones,UNC-Chapel Hill,Male,Professor,2192,1979,0.871,0.76,0.515611111,0.508388889,1.014206098,42,52.19047619
Shrawan Kumar,UNC-Chapel Hill,Male,Professor,1380,1982,0.77,0.684,0.515611111,0.508388889,1.014206098,39,35.38461538
Richard Mclaughlin,UNC-Chapel Hill,Male,Professor,57,1990,0.059,0.436,0.515611111,0.508388889,1.014206098,31,1.838709677
Jason Metcalfe,UNC-Chapel Hill,Male,Professor,657,2003,0.548,0.082,0.515611111,0.508388889,1.014206098,18,36.5
Sorin Mitran,UNC-Chapel Hill,Male,Professor,86,2000,0.083,0.147,0.515611111,0.508388889,1.014206098,21,4.095238095
Peter Mucha,UNC-Chapel Hill,Male,Professor,183,1998,0.172,0.209,0.515611111,0.508388889,1.014206098,23,7.956521739
Richard Rimanyi,UNC-Chapel Hill,Male,Professor,432,1993,0.403,0.363,0.515611111,0.508388889,1.014206098,28,15.42857143
Lev Rozansky,UNC-Chapel Hill,Male,Professor,871,1992,0.638,0.387,0.515611111,0.508388889,1.014206098,29,30.03448276
Michael Taylor,UNC-Chapel Hill,Male,Professor,5813,1968,0.977,0.949,0.515611111,0.508388889,1.014206098,53,109.6792453
Alexander Varchenko,UNC-Chapel Hill,Male,Professor,3756,1969,0.943,0.939,0.515611111,0.508388889,1.014206098,52,72.23076923
Mark Williams,UNC-Chapel Hill,Male,Professor,331,1981,0.324,0.714,0.515611111,0.508388889,1.014206098,40,8.275
Michael Anderson,Stony Brook,Male,Professor,1576,1981,0.806,0.714,0.636785714,0.626071429,1.01711352,40,39.4
Christopher Bishop,Stony Brook,Male,Professor,797,1987,0.613,0.53,0.636785714,0.626071429,1.01711352,34,23.44117647
Xiuxiong Chen,Stony Brook,Male,Professor,1757,1989,0.831,0.469,0.636785714,0.626071429,1.01711352,32,54.90625
Mark Andrea De Cataldo,Stony Brook,Male,Professor,329,1989,0.321,0.469,0.636785714,0.626071429,1.01711352,32,10.28125
Simon Donaldson,Stony Brook,Male,Professor,5237,1983,0.97,0.652,0.636785714,0.626071429,1.01711352,38,137.8157895
David Ebin,Stony Brook,Male,Professor,1440,1968,0.783,0.949,0.636785714,0.626071429,1.01711352,53,27.16981132
Kenji Fukaya,Stony Brook,Male,Professor,1923,1984,0.853,0.622,0.636785714,0.626071429,1.01711352,37,51.97297297
James Glimm,Stony Brook,Male,Professor,2906,1959,0.916,0.994,0.636785714,0.626071429,1.01711352,62,46.87096774
Samuel Grushecsky,Stony Brook,Male,Professor,275,2001,0.273,0.124,0.636785714,0.626071429,1.01711352,20,13.75
C Denson Hill,Stony Brook,Male,Professor,501,1966,0.445,0.966,0.636785714,0.626071429,1.01711352,55,9.109090909
Lowell Jones,Stony Brook,Male,Professor,645,1970,0.538,0.927,0.636785714,0.626071429,1.01711352,51,12.64705882
Marcus Khuri,Stony Brook,Male,Professor,286,2003,0.285,0.082,0.636785714,0.626071429,1.01711352,18,15.88888889
Alexander Kirillov Jr,Stony Brook,Male,Professor,929,1989,0.654,0.469,0.636785714,0.626071429,1.01711352,32,29.03125
H Blaine Lawson,Stony Brook,Male,Professor,4393,1968,0.96,0.949,0.636785714,0.626071429,1.01711352,53,82.88679245
Radu Laza,Stony Brook,Male,Professor,125,2001,0.118,0.124,0.636785714,0.626071429,1.01711352,20,6.25
Robert Lazarsfeld,Stony Brook,Male,Professor,3828,1980,0.947,0.739,0.636785714,0.626071429,1.01711352,41,93.36585366
Claude LeBrun,Stony Brook,Male,Professor,1810,1982,0.839,0.684,0.636785714,0.626071429,1.01711352,39,46.41025641
Mikhail Lyubich,Stony Brook,Male,Professor,1792,1979,0.836,0.76,0.636785714,0.626071429,1.01711352,42,42.66666667
Marco Martens,Stony Brook,Male,Professor,428,1988,0.4,0.5,0.636785714,0.626071429,1.01711352,33,12.96969697
Marie-Louise Michelsohn,Stony Brook,Female,Professor,1258,1974,0.748,0.869,0.636785714,0.626071429,1.01711352,47,26.76595745
John Milnor,Stony Brook,Male,Professor,12177,1950,0.996,1,0.636785714,0.626071429,1.01711352,71,171.5070423
Jason Starr,Stony Brook,Male,Professor,438,2000,0.406,0.147,0.636785714,0.626071429,1.01711352,21,20.85714286
Dennis Suullivan,Stony Brook,Male,Professor,5155,1966,0.969,0.966,0.636785714,0.626071429,1.01711352,55,93.72727273
Scott Sutherland,Stony Brook,Male,Professor,70,1989,0.071,0.469,0.636785714,0.626071429,1.01711352,32,2.1875
Leon Takhtajan,Stony Brook,Male,Professor,1926,1973,0.854,0.885,0.636785714,0.626071429,1.01711352,48,40.125
Dror Varolin,Stony Brook,Male,Professor,350,1994,0.341,0.334,0.636785714,0.626071429,1.01711352,27,12.96296296
Oleg Viro,Stony Brook,Male,Professor,1287,1972,0.752,0.897,0.636785714,0.626071429,1.01711352,49,26.26530612
Aleksey Zinger,Stony Brook,Male,Professor,309,1997,0.305,0.24,0.636785714,0.626071429,1.01711352,24,12.875
Jeffrey Achter,Colorado State,Male,Professor,153,1998,0.142,0.209,0.380058824,0.438588235,0.866550429,23,6.652173913
Wolfgang Bangerth,Colorado State,Male,Professor,921,1999,0.652,0.172,0.380058824,0.438588235,0.866550429,22,41.86363636
Richard Bradley,Colorado State,Male,Professor,880,1978,0.641,0.782,0.380058824,0.438588235,0.866550429,43,20.46511628
Margaret Cheyney,Colorado State,Female,Professor,1011,1982,0.68,0.684,0.380058824,0.438588235,0.866550429,39,25.92307692
Edwin Chong,Colorado State,Male,Professor,115,1991,0.112,0.414,0.380058824,0.438588235,0.866550429,30,3.833333333
Gerhard Dangelmayr,Colorado State,Male,Professor,176,1979,0.163,0.76,0.380058824,0.438588235,0.866550429,42,4.19047619
Jeanne Duflot,Colorado State,Female,Professor,67,1980,0.066,0.739,0.380058824,0.438588235,0.866550429,41,1.634146341
Oleg Emanouilov,Colorado State,Male,Professor,2730,1989,0.905,0.469,0.380058824,0.438588235,0.866550429,32,85.3125
Alexander Hulpke,Colorado State,Male,Professor,186,1995,0.175,0.304,0.380058824,0.438588235,0.866550429,26,7.153846154
Jiangguo Liu,Colorado State,Male,Professor,228,2000,0.225,0.147,0.380058824,0.438588235,0.866550429,21,10.85714286
Ken Mclaughlin,Colorado State,Male,Professor,1906,1996,0.851,0.278,0.380058824,0.438588235,0.866550429,25,76.24
Rick Miranda,Colorado State,Male,Professor,1148,1980,0.717,0.739,0.380058824,0.438588235,0.866550429,41,28
Jennifer Mueller,Colorado State,Female,Professor,525,1997,0.462,0.24,0.380058824,0.438588235,0.866550429,24,21.875
Christopher Peterson,Colorado State,Male,Professor,380,1993,0.362,0.363,0.380058824,0.438588235,0.866550429,28,13.57142857
Rachel Pries,Colorado State,Female,Professor,212,2000,0.204,0.147,0.380058824,0.438588235,0.866550429,21,10.0952381
Louis Scharf,Colorado State,Male,Professor,102,1973,0.097,0.885,0.380058824,0.438588235,0.866550429,48,2.125
Colleen Webb,Colorado State,Female,Professor,3,2001,0.007,0.124,0.380058824,0.438588235,0.866550429,20,0.15
Avner Ash,Boston College,Male,Professor,876,1975,0.64,0.846,0.3285,0.4009,0.819406336,46,19.04347826
Martin Bridgeman,Boston College,Male,Professor,175,1994,0.162,0.334,0.3285,0.4009,0.819406336,27,6.481481481
Solomon Friedberg,Boston College,Male,Professor,775,1982,0.603,0.684,0.3285,0.4009,0.819406336,39,19.87179487
Joshua Green,Boston College,Male,Professor,213,2002,0.206,0.103,0.3285,0.4009,0.819406336,19,11.21052632
Elisenda Grigsby,Boston College,Female,Professor,159,2006,0.146,0.027,0.3285,0.4009,0.819406336,15,10.6
Benjamin Howard,Boston College,Male,Professor,76,2004,0.075,0.061,0.3285,0.4009,0.819406336,17,4.470588235
Tao Li,Boston College,Male,Professor,204,2000,0.197,0.147,0.3285,0.4009,0.819406336,21,9.714285714
Robert Meyerhoff,Boston College,Male,Professor,492,1981,0.437,0.714,0.3285,0.4009,0.819406336,40,12.3
Rennie Mirollo,Boston College,Male,Professor,445,1985,0.409,0.593,0.3285,0.4009,0.819406336,36,12.36111111
Mark Reeder,Boston College,Male,Professor,446,1988,0.41,0.5,0.3285,0.4009,0.819406336,33,13.51515152
Warren Adams,Clemson,Male,Professor,583,1986,0.498,0.564,0.293235294,0.356823529,0.821793604,35,16.65714286
Neil Calkin,Clemson,Male,Professor,348,1988,0.34,0.5,0.293235294,0.356823529,0.821793604,33,10.54545455
Jim Coykendall,Clemson,Male,Professor,258,1995,0.258,0.304,0.293235294,0.356823529,0.821793604,26,9.923076923
Vincent Eevin,Clemson,Male,Professor,1057,1984,0.696,0.622,0.293235294,0.356823529,0.821793604,37,28.56756757
Collin Gallagher,Clemson,Male,Professor,77,1998,0.077,0.209,0.293235294,0.356823529,0.821793604,23,3.347826087
ShuHong Gao,Clemson,Male,Professor,526,1989,0.463,0.469,0.293235294,0.356823529,0.821793604,32,16.4375
Patrick Gerard,Clemson,Male,Professor,4,1996,0.01,0.278,0.293235294,0.356823529,0.821793604,25,0.16
Wayne Goddard ,Clemson,Male,Professor,880,1986,0.641,0.564,0.293235294,0.356823529,0.821793604,35,25.14285714
Kevin James,Clemson,Male,Professor,212,1997,0.204,0.24,0.293235294,0.356823529,0.821793604,24,8.833333333
Taufiquar Khan,Clemson,Male,Professor,57,2000,0.059,0.147,0.293235294,0.356823529,0.821793604,21,2.714285714
Peter Kiessler,Clemson,Male,Professor,14,1987,0.019,0.53,0.293235294,0.356823529,0.821793604,34,0.411764706
Hyesuk Lee,Clemson,Female,Professor,300,1997,0.297,0.24,0.293235294,0.356823529,0.821793604,24,12.5
Leo Rebholz,Clemson,Male,Professor,860,2006,0.633,0.027,0.293235294,0.356823529,0.821793604,15,57.33333333
Satherr-Wagstaff,Clemson,Male,Professor,539,2000,0.474,0.147,0.293235294,0.356823529,0.821793604,21,25.66666667
Xioqian Sun,Clemson,Male,Professor,67,1997,0.066,0.24,0.293235294,0.356823529,0.821793604,24,2.791666667
Margaret Wiecek,Clemson,Female,Professor,239,1984,0.24,0.622,0.293235294,0.356823529,0.821793604,37,6.459459459
Calvin Williams,Clemson,Male,Professor,4,1993,0.01,0.363,0.293235294,0.356823529,0.821793604,28,0.142857143
Frederick Adler,University of Utah,Male,Professor,19,1989,0.026,0.469,0.403275862,0.522517241,0.771794364,32,0.59375
Peter Alfeld,University of Utah,Male,Professor,462,1977,0.418,0.805,0.403275862,0.522517241,0.771794364,44,10.5
Alexander Balk,University of Utah,Male,Professor,87,1984,0.085,0.622,0.403275862,0.522517241,0.771794364,37,2.351351351
Aaron Bertram,University of Utah,Male,Professor,735,1987,0.584,0.53,0.403275862,0.522517241,0.771794364,34,21.61764706
Mladen Bestvina,University of Utah,Male,Professor,2372,1984,0.884,0.622,0.403275862,0.522517241,0.771794364,37,64.10810811
Paul Bressloff,University of Utah,Male,Professor,685,1987,0.564,0.53,0.403275862,0.522517241,0.771794364,34,20.14705882
Kenneth Bromberg,University of Utah,Male,Professor,279,1998,0.277,0.209,0.403275862,0.522517241,0.771794364,23,12.13043478
Andrej Cherkaev,University of Utah,Male,Professor,391,1981,0.371,0.714,0.403275862,0.522517241,0.771794364,40,9.775
Elena Cherkaev,University of Utah,Female,Professor,105,1988,0.101,0.5,0.403275862,0.522517241,0.771794364,33,3.181818182
Tommaso de Fernex,University of Utah,Male,Professor,447,1998,0.411,0.209,0.403275862,0.522517241,0.771794364,23,19.43478261
Aaron Fogelson,University of Utah,Male,Professor,491,1982,0.436,0.684,0.403275862,0.522517241,0.771794364,39,12.58974359
Kenneth Golden,University of Utah,Male,Professor,97,1983,0.093,0.652,0.403275862,0.522517241,0.771794364,38,2.552631579
Christopher Hacon,University of Utah,Male,Professor,1360,1996,0.765,0.278,0.403275862,0.522517241,0.771794364,25,54.4
Henryk Hecht,University of Utah,Male,Professor,175,1975,0.162,0.846,0.403275862,0.522517241,0.771794364,46,3.804347826
Lajos Horvath,University of Utah,Male,Professor,1925,1980,0.853,0.739,0.403275862,0.522517241,0.771794364,41,46.95121951
Srikanth Iyengar,University of Utah,Male,Professor,1014,1997,0.682,0.24,0.403275862,0.522517241,0.771794364,24,42.25
Davar Khoshnevisan,University of Utah,Male,Professor,1245,1989,0.744,0.469,0.403275862,0.522517241,0.771794364,32,38.90625
Nicholas Korevaar,University of Utah,Male,Professor,894,1980,0.645,0.739,0.403275862,0.522517241,0.771794364,41,21.80487805
Yuan-Pin Lee,University of Utah,Male,Professor,338,1997,0.332,0.24,0.403275862,0.522517241,0.771794364,24,14.08333333
Dragan Milicic,University of Utah,Male,Professor,222,1971,0.219,0.913,0.403275862,0.522517241,0.771794364,50,4.44
